DOG_ID,mAP,Total_Vids,Query_Vids,Gallery_Vids,Avg_Resolution,Avg_Width,Avg_Height,Avg_Duration_Sec
695541cc-87f0-499b-a562-f9c9daa9b2f6,0.6333333333333333,3,2,1,1360x1640,1360.0,1640.0,6.58
608ce256-fa57-441c-8a10-82898e3ba8f0,0.632297101047101,6,2,4,769x1379,769.0,1379.0,10.98
d431ab80-dcc6-42b1-adb0-9175db6c9be9,0.6321598721719318,5,1,4,1080x1920,1080.0,1920.0,16.35
70aa5b73-a629-4835-8025-3af2eaf097d7,0.631878408791387,3,2,1,3280x2720,3280.0,2720.0,16.54
e0e8d8c9-7267-4736-9587-1c4d3af25dd2,0.626011276260794,5,2,3,845x1517,845.0,1517.0,7.15
bf89326e-b583-464b-bee6-03eb274c13cf,0.6230489417989418,5,3,2,512x608,512.0,608.0,2.61
9bc903d3-6923-4c9d-be32-c38d916572da,0.6208333333333333,3,2,1,1080x1920,1080.0,1920.0,3.2
ce94a3da-bd29-421e-a5a5-dddd04b3a157,0.620573375450214,5,2,3,1248x1752,1248.0,1752.0,10.99
e819bba6-390b-4b11-a1f5-8f64d04f2bca,0.6203118746666473,5,2,3,1080x1920,1080.0,1920.0,5.23
5fe7a7fb-2bf1-4734-ad17-c97ee1a8a391,0.6194444444444445,3,1,2,960x1707,960.0,1707.0,18.1
54933942-a527-471e-b362-9f425865b337,0.6190858554298654,5,2,3,1200x1461,1200.0,1461.0,15.62
2d3bd313-56f3-48db-89e3-444a815bdc84,0.6187758300152661,5,3,2,864x1536,864.0,1536.0,15.25
f69ea69a-09e3-47e1-94b4-c4612a885330,0.6180555555555555,3,2,1,1680x2560,1680.0,2560.0,3.97
5a81761b-4506-47f1-a8b3-dd3944c2489e,0.6178901798999838,5,3,2,1080x1920,1080.0,1920.0,11.43
a27cebb5-28cf-4de4-85ac-21b7a0675d75,0.6165674603174603,5,2,3,927x1648,927.0,1648.0,12.89
deb5af3b-811a-49c9-88a6-ab6c56e102b2,0.6145569245569246,6,1,5,960x1707,960.0,1707.0,13.98
